13278020;111479507;111479508
13278021;111479508;111479509
13278022;111479509;111479510
13278023;111479510;3392710660
13278024;3392710660;286970022
13278025;286970022;4529131610
13278026;4529131610;2262128243
13278027;2262128243;3387597048
13278028;3387597048;2207402779
13278029;2207402779;3387597051
13278030;3387597051;2207418932
26207858;2211299275;3387597043
26207859;3387597043;2211299272
26207860;2211299272;2204347232
26207861;2204347232;1277590623
26207862;1277590623;286969778
26207863;286969778;286969779
26207864;286969779;3387597039
26207865;3387597039;4999529509
31261920;2206451106;2206451084
31261921;2206451084;2206451082
31261922;2206451082;286969782
31261923;286969782;286969783
31261924;286969783;286969784
31261925;286969784;2206516819
31261926;2206516819;286969785
31261927;286969785;286969786
31261928;286969786;3392710652
31261929;3392710652;286969787
31261930;286969787;3392710656
31261931;3392710656;111479509
39679894;2211312968;3392710645
39679895;3392710645;2206393141
39679896;2206393141;2204255049
39679897;2204255049;475724497
39679898;475724497;2206428157
39679899;2206428157;2211286046
39679900;2211286046;2211286029
39679901;2211312968;2211312954
39679902;2211312954;3392710651
39679903;3392710651;4554401292
39679904;4554401292;2206337046
39679905;2206337046;4555699314
39679906;4555699314;476009976
39679907;476009976;4555699311
39679908;4555699311;3392710659
39679909;3392710659;475725586
39679910;475725586;1277590625
39679911;1277590625;475725587
39679912;475725587;475725589
39679913;475725589;4555699312
39679914;4555699312;3398946367
39679915;3398946367;475725591
39679916;475725591;4555697401
39679917;4555697401;3392939425
39679918;3392939425;1277601207
211120097;2211286029;2326539819
211120098;2326539819;2326539818
211120099;2326539818;2326539820
211120100;2326539820;4999529509
211120101;4999529509;2211286035
211120102;2211286035;2211286064
211120103;2211286064;2211286023
211120104;2211286023;2206451106
211122347;3387597049;2211299275
211122348;2211299275;2211312992
211122349;2211312992;2211312977
211122350;2211312977;2211312952
211122351;2211312952;2211312949
211122352;2211312949;2211312946
211122353;2211312946;2211312953
211122354;2211312953;2211312968
211127755;2211312992;2211312942
211127756;2211312942;2211312982
211127757;2211312982;2211312955
211127758;2211312955;2211312956
211127759;2211312956;2211312960
211127760;2211312960;2211312962
211127761;2211312962;2211312954
332154474;2204347279;3392710637
332154475;3392710637;3392710638
332154476;3392710638;3392710645

