12300169;129558976;4529130486
12300169;4529130486;286969936
12300169;286969936;2209932686
12300169;2209932686;4529131597
12300169;4529131597;111481848
12300169;111481848;4529131600
12300169;4529131600;3392710676
12300169;3392710676;111481849
12300169;111481849;4529131608
12300169;4529131608;2262128243
12544650;2206349297;476018885
12544650;476018885;2205918506
12544650;2205918506;2205918283
12544650;2205918283;112686789
13278020;111479507;111479508
13278020;111479508;111479509
13278020;111479509;111479510
13278020;111479510;3392710660
13278020;3392710660;286970022
13278020;286970022;4529131610
13278020;4529131610;2262128243
13278020;2262128243;3387597048
13278020;3387597048;2207402779
13278020;2207402779;3387597051
13278020;3387597051;2207418932
13278159;111481288;4527005386
13278159;4527005386;3392710689
13278159;3392710689;476010141
13278159;476010141;2206349297
14333733;138230335;138230334
14333733;138230334;2927035119
14333733;2927035119;2927035117
14333733;2927035117;2927035126
14333733;2927035126;138230332
14333733;138230332;2204210205
14333733;2204210205;3387597081
14333733;3387597081;2076734382
14333733;2076734382;2204179799
26207794;2213321426;286969400
26207794;286969400;286969399
26207794;286969399;286969398
26207794;286969398;286969397
26207794;286969397;286969396
26207794;286969396;286969395
26207794;286969395;286969394
26207794;286969394;1279795690
26207794;1279795690;286969393
26207794;286969393;475549048
26207794;475549048;286969392
26207794;286969392;286969391
26207794;286969391;286969390
26207794;286969390;286969389
26207794;286969389;475550561
26207794;475550561;475737524
26207794;475737524;286969387
26207794;286969387;138223440
26207858;2211299275;3387597043
26207858;3387597043;2211299272
26207858;2211299272;2204347232
26207858;2204347232;1277590623
26207858;1277590623;286969778
26207858;286969778;286969779
26207858;286969779;3387597039
26207858;3387597039;4999529509
26207885;286969936;4681665499
26207885;4681665499;286969938
26207885;286969938;286969939
26207885;286969939;2469350601
26207885;2469350601;286969940
26207885;286969940;475555187
26207885;475555187;286969970
26207885;286969970;2915025624
26207885;2915025624;286970027
26207885;286970027;2213037941
26207885;2213037941;1296455172
26207885;1296455172;286969943
26207889;111481848;2356376617
26207889;2356376617;4529131602
26207889;4529131602;3392710692
26207889;3392710692;2207399542
26207889;2207399542;4529131593
26207889;4529131593;4927269235
26207889;4927269235;111481561
26207896;3392710660;3392710662
26207896;3392710662;2478834219
26207896;2478834219;2478834220
26207896;2478834220;286970024
26207896;286970024;3392710672
26207896;3392710672;286970025
26207896;286970025;1279779527
26207896;1279779527;2207582729
26207896;2207582729;2915025614
26207896;2915025614;3392710682
26207896;3392710682;3392710683
26207896;3392710683;286970027
28618235;475552091;475552092
28618235;475552092;2213218025
28618235;2213218025;2213218013
28618235;2213218013;2213218028
28618235;2213218028;2213321429
30417989;5051610943;1143317472
30417989;1143317472;138230335
31261920;2206451106;2206451084
31261920;2206451084;2206451082
31261920;2206451082;286969782
31261920;286969782;286969783
31261920;286969783;286969784
31261920;286969784;2206516819
31261920;2206516819;286969785
31261920;286969785;286969786
31261920;286969786;3392710652
